timestamp, utilization.gpu [%]
2025/01/16 13:27:49.879, 28 %
2025/01/16 13:27:50.079, 5 %
2025/01/16 13:27:50.279, 35 %
2025/01/16 13:27:50.480, 19 %
2025/01/16 13:27:50.680, 25 %
2025/01/16 13:27:50.880, 18 %
2025/01/16 13:27:51.080, 15 %
2025/01/16 13:27:51.280, 34 %
2025/01/16 13:27:51.481, 7 %
2025/01/16 13:27:51.681, 14 %
2025/01/16 13:27:51.881, 36 %
2025/01/16 13:27:52.082, 18 %
2025/01/16 13:27:52.282, 36 %
2025/01/16 13:27:52.482, 18 %
2025/01/16 13:27:52.682, 23 %
2025/01/16 13:27:52.882, 27 %
2025/01/16 13:27:53.082, 6 %
2025/01/16 13:27:53.283, 38 %
2025/01/16 13:27:53.483, 16 %
2025/01/16 13:27:53.683, 33 %
2025/01/16 13:27:53.883, 20 %
2025/01/16 13:27:54.083, 14 %
2025/01/16 13:27:54.283, 38 %
2025/01/16 13:27:54.484, 1 %
2025/01/16 13:27:54.684, 35 %
2025/01/16 13:27:54.884, 18 %
2025/01/16 13:27:55.084, 35 %
2025/01/16 13:27:55.284, 18 %
2025/01/16 13:27:55.484, 33 %
2025/01/16 13:27:55.685, 21 %
2025/01/16 13:27:55.885, 1 %
2025/01/16 13:27:56.085, 36 %
2025/01/16 13:27:56.285, 18 %
2025/01/16 13:27:56.485, 37 %
2025/01/16 13:27:56.685, 18 %
2025/01/16 13:27:56.886, 34 %
2025/01/16 13:27:57.086, 10 %
2025/01/16 13:27:57.286, 9 %
2025/01/16 13:27:57.486, 36 %
2025/01/16 13:27:57.686, 18 %
2025/01/16 13:27:57.886, 34 %
2025/01/16 13:27:58.087, 19 %
2025/01/16 13:27:58.287, 13 %
2025/01/16 13:27:58.487, 34 %
2025/01/16 13:27:58.688, 9 %
2025/01/16 13:27:58.888, 36 %
2025/01/16 13:27:59.088, 18 %
2025/01/16 13:27:59.289, 36 %
2025/01/16 13:27:59.489, 18 %
2025/01/16 13:27:59.689, 32 %
2025/01/16 13:27:59.889, 17 %
2025/01/16 13:28:00.089, 6 %
2025/01/16 13:28:00.289, 34 %
2025/01/16 13:28:00.490, 19 %
2025/01/16 13:28:00.690, 24 %
2025/01/16 13:28:00.890, 28 %
2025/01/16 13:28:01.090, 16 %
